geo,nights,population_2023,pop_change_pct,nights_per_capita,cluster,cluster_refined
ITC4,41965715.666666664,9976509.0,0.2512475765903585,4.206452945280424,2,2
ITF1,6790275.666666667,1272627.0,-2.7937482150500093,5.335636967207726,1,1
ITF2,455442.3333333333,290636.0,-5.656241437350765,1.5670540928630083,1,1
ITF3,19938934.666666668,5609536.0,-2.9322619262664955,3.554471290792441,1,1
ITF4,16944867.333333332,3907683.0,-2.7569591943545637,4.336295276083892,1,1
ITF5,2422497.6666666665,537577.0,-5.281827741541259,4.5063268455805705,1,1
ITF6,7833157.0,1846610.0,-4.453095402537187,4.241911935925832,1,1
ITG1,16193226.0,4814016.0,-2.930463187559842,3.363766551669126,1,1
ITG2,14837232.666666666,1578146.0,-3.714623798312733,9.401685691099978,1,1
ITH1,35833248.666666664,534147.0,2.0428192842444166,67.08499470495325,3,3
ITH2,18851737.0,542996.0,0.5909964831742213,34.71800344753921,3,3
ITH3,70429920.66666667,4849553.0,-0.5884117308647357,14.52297163608,2,2
ITH4,9813792.333333334,1194248.0,-1.365556018841519,8.217549732830479,2,2
ITH5,39369509.333333336,4437578.0,0.13536006045992732,8.871846158722919,2,2
ITI1,45011177.666666664,3661981.0,-1.3878592087171286,12.291483125299303,2,2
ITI2,6379991.333333333,856407.0,-2.670805965244952,7.449718805817016,1,1
ITI3,10580949.0,1484298.0,-2.8555405085790695,7.128588059810092,1,1
ITI4,44475962.666666664,5720536.0,-1.0366248363957644,7.7747894020187385,2,2
LT01,2530317.0,848724.0,9.195556975302276,2.9813190153689537,0,0
LT02,5865377.0,2008555.0,-0.6610321870387275,2.9201973558105205,2,2
NL11,1919962.0,596075.0,3.1569070099357743,3.221007423562471,2,2
NL12,6922886.0,659551.0,2.2611962896358233,10.496361918941826,2,2
NL13,7723890.333333333,502051.0,2.444421865474497,15.384672739090915,2,2
NL21,8555919.333333334,1184333.0,3.2593979510221875,7.2242514000144675,2,2
NL22,14689071.0,2133708.0,4.3186190205052855,6.884292977295862,0,0
NL23,2980780.0,444701.0,9.511501931158453,6.702885759195504,0,0
NL32,37333436.0,2952622.0,5.1323086965090905,12.644163729729033,0,0
NL34,13155294.333333334,391124.0,2.4404662258307526,33.634587326099485,3,3
NL35,4514472.0,1387643.0,5.226460671708312,3.253338214511946,0,0
NL36,16134039.0,3804906.0,5.333227281329454,4.240325253764482,0,0
NL41,13416529.333333334,2626210.0,4.60600580788724,5.108703924413255,0,0
NL42,13461315.0,1128367.0,1.4372564218697135,11.929908442909088,2,2
NO02,3718427.3333333335,373628.0,1.4312899939082573,9.952218070737025,2,2
NO06,2789868.3333333335,478470.0,4.455893103552689,5.830811405800434,0,0
NO07,4751043.0,483536.0,0.3586412373637091,9.82562415207968,2,2
NO08,11434401.0,2001278.0,7.486548841192074,5.713549541842762,0,0
NO09,4824769.333333333,745152.0,4.703619440996983,6.474879398207793,0,0
NO0A,9577341.666666666,1406920.0,3.782216085535227,6.8073107686767305,0,0
PL21,14610128.333333334,3319305.0,-0.9109723307791198,4.401562475678895,2,2
PL22,6190458.333333333,4245283.0,-6.295281593774349,1.4581968583327267,1,1
PL41,3759810.3333333335,3444228.0,-0.7819991026097897,1.0916264351063094,2,2
PL42,15764989.0,1589049.0,-5.903960573551424,9.921021315264664,1,1
PL43,1411354.0,952793.0,-5.611142813608239,1.4812808238515607,1,1
PL51,10497010.666666666,2813919.0,-2.0903147180910726,3.7303883539883933,1,1
PL52,732606.0,896370.0,-6.15677776747245,0.8173031225944644,1,1
PL61,4630841.0,1943197.0,-6.219207398186574,2.3831042349283167,1,1
PL62,3260390.3333333335,1303380.0,-8.073117653532517,2.5014886934994656,1,1
PL63,10306724.0,2295745.0,0.08915320145399024,4.489489904148762,2,2
PL71,2554641.0,2343021.0,-5.490836760816878,1.0903192929128676,1,1
PL72,1928341.3333333333,1133097.0,-8.836167712107635,1.7018325291950585,1,1
PL81,2404340.0,1948400.0,-8.120717645036054,1.234007390679532,1,1
PL82,3536120.3333333335,1962332.0,-6.2567927063772215,1.801999016136583,1,1
PL84,1265381.6666666667,1083854.0,-6.570949105343003,1.1674835048508994,1,1
PL91,9079455.666666666,3269510.0,8.480863355585425,2.7770080735849305,0,0
PL92,1534009.0,2210253.0,-5.8393185177444,0.6940422657496675,1,1
PT11,14057426.666666666,3640294.0,2.2675642279355785,3.8616185029743932,2,2
PT15,22285761.333333332,478618.0,6.140802827369534,46.56273130833636,3,3
PT20,2782022.6666666665,240125.0,0.862473008486634,11.585726878361964,2,2
PT30,9079813.333333334,254070.0,2.208485842988406,35.73744768502119,3,3
RO11,3627587.6666666665,2532042.0,-0.8092156856618854,1.4326727861017576,2,2
RO12,6085057.0,2281084.0,-1.604475156867442,2.6676163613439927,2,2
RO21,2777627.3333333335,3224428.0,0.12666271970489634,0.8614325807037196,2,2
RO22,6121278.333333333,2353327.0,-3.214407903398143,2.601116773543725,1,1
RO31,2199920.6666666665,2841304.0,-4.444302062274589,0.7742644457145967,1,1
